Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,58.080002,58.610001,57.820000,58.290001,58.290001,168400
2011-01-04,58.689999,58.720001,57.500000,58.580002,58.580002,289500
2011-01-05,58.590000,59.220001,58.169998,58.880001,58.880001,119600
2011-01-06,58.810001,59.200001,58.349998,58.830002,58.830002,92800
2011-01-07,59.009998,59.290001,57.889999,58.660000,58.660000,83600
2011-01-10,58.290001,59.360001,58.020000,59.180000,59.180000,90700
2011-01-11,59.360001,59.849998,59.189999,59.250000,59.250000,52200
2011-01-12,59.810001,59.810001,58.619999,58.820000,58.820000,71700
2011-01-13,58.340000,58.950001,57.950001,58.299999,58.299999,64600
2011-01-14,58.360001,59.970001,58.130001,59.750000,59.750000,119500
2011-01-18,59.599998,60.070000,59.209999,60.020000,60.020000,85200
2011-01-19,60.099998,60.099998,58.220001,58.259998,58.259998,101300
2011-01-20,57.889999,57.980000,57.180000,57.330002,57.330002,105100
2011-01-21,57.500000,58.090000,56.660000,56.759998,56.759998,65100
2011-01-24,57.130001,57.450001,56.340000,57.189999,57.189999,113700
2011-01-25,56.849998,57.500000,56.430000,57.360001,57.360001,91700
2011-01-26,57.570000,58.959999,57.520000,58.250000,58.250000,68500
2011-01-27,58.169998,58.169998,57.459999,57.840000,57.840000,33600
2011-01-28,57.869999,57.869999,56.290001,56.299999,56.299999,104700
2011-01-31,56.400002,56.599998,55.509998,56.279999,56.279999,94200
2011-02-01,56.500000,58.220001,56.070000,58.060001,58.060001,68800
2011-02-02,57.869999,58.849998,57.799999,58.119999,58.119999,42900
2011-02-03,57.230000,58.779999,57.139999,58.310001,58.310001,66200
2011-02-04,58.169998,58.389999,57.560001,57.939999,57.939999,31900
2011-02-07,57.900002,58.880001,57.900002,58.400002,58.400002,60900
2011-02-08,58.220001,58.740002,57.790001,58.669998,58.669998,70300
2011-02-09,58.529999,58.860001,57.500000,57.580002,57.580002,104400
2011-02-10,57.299999,58.180000,57.299999,58.029999,58.029999,98100
2011-02-11,57.880001,59.060001,57.880001,59.060001,59.060001,65500
2011-02-14,58.990002,59.779999,58.860001,59.220001,59.220001,54000
2011-02-15,59.220001,59.599998,59.000000,59.160000,59.160000,43400
2011-02-16,59.410000,61.340000,59.000000,61.009998,61.009998,98400
2011-02-17,60.970001,61.310001,60.400002,61.290001,61.290001,95400
2011-02-18,61.330002,61.410000,60.540001,61.060001,61.060001,127000
2011-02-22,60.410000,60.959999,59.660000,59.830002,59.830002,97600
2011-02-23,59.840000,59.840000,58.480000,58.580002,58.580002,92300
2011-02-24,57.000000,57.270000,54.570000,56.509998,56.509998,576100
2011-02-25,56.459999,57.330002,56.290001,57.230000,57.230000,191700
2011-02-28,57.619999,57.759998,56.299999,56.669998,56.669998,154700
