Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,34.986992,35.260193,34.926277,34.943626,31.016779,1057762
2011-01-04,35.008675,35.008675,33.989594,34.067650,30.239241,1264149
2011-01-05,33.889854,33.889854,33.620991,33.725063,29.935146,1851718
2011-01-06,33.742413,33.972244,33.313095,33.408501,29.654161,1178597
2011-01-07,33.794449,33.794449,33.213356,33.308762,29.565636,699179
2011-01-10,33.100609,33.295750,32.979183,33.230701,29.496347,1710591
2011-01-11,33.365135,33.451866,33.130962,33.282742,29.542532,933469
2011-01-12,33.525585,33.798786,33.352123,33.798786,30.000582,599329
2011-01-13,33.764095,33.954899,33.521248,33.642670,29.862017,589414
2011-01-14,33.564613,33.855160,33.395489,33.716393,29.927444,843304
2011-01-18,33.733738,34.293148,33.625324,34.210754,30.366259,763517
2011-01-19,34.232437,34.232437,33.261059,33.308762,29.565636,757521
2011-01-20,33.122292,33.122292,32.480488,32.853428,29.161461,1201426
2011-01-21,32.957500,33.174328,32.745014,33.000866,29.292330,1016946
2011-01-24,33.061577,33.360798,33.009541,33.330441,29.584877,1095811
2011-01-25,33.226364,33.339115,32.922810,33.330441,29.584877,1088663
2011-01-26,33.300087,33.729401,33.087597,33.126625,29.403965,1847106
2011-01-27,33.109280,33.369473,32.346054,33.183002,29.454002,1803292
2011-01-28,33.334778,33.469212,32.523849,32.528187,28.872776,1661934
2011-01-31,32.393757,33.352123,32.393757,32.983521,29.276939,1477915
2011-02-01,33.612316,34.562012,33.612316,34.301823,30.447102,2670579
2011-02-02,34.184734,34.496964,34.084995,34.371204,30.508680,1106188
2011-02-03,34.375542,34.575024,33.989594,34.466610,30.593367,970134
2011-02-04,34.423244,34.822205,34.301823,34.783173,30.874363,979128
2011-02-07,35.069386,35.550735,34.869904,35.160450,31.209236,1584683
2011-02-08,34.614052,35.958370,34.301823,35.776237,31.755821,2671270
2011-02-09,35.789246,35.858631,35.182133,35.268864,31.305466,1564621
2011-02-10,35.026020,35.572418,35.026020,35.320904,31.351648,1366536
2011-02-11,35.117085,35.490025,35.082394,35.381615,31.405542,1105496
2011-02-14,35.329575,35.572418,35.307892,35.381615,31.405542,643374
2011-02-15,35.238506,35.255856,34.670425,34.731136,30.828165,1191049
2011-02-16,34.965309,35.316566,34.761494,35.294884,31.328558,893344
2011-02-17,35.281872,35.507374,34.995663,35.459671,31.474834,851836
2011-02-18,35.464008,35.628796,34.960972,35.190807,31.236187,1559778
2011-02-22,34.874241,35.225498,33.555943,33.620991,29.842777,2303233
2011-02-23,33.594971,33.607979,32.385082,32.883781,29.188410,1699522
2011-02-24,32.701649,33.026886,32.220295,32.601910,28.938217,1827505
2011-02-25,32.849091,33.226364,32.779705,32.974850,29.269249,1330793
2011-02-28,33.165653,33.603642,33.005203,33.581959,29.808134,1463618
2011-03-01,33.790112,33.889854,32.914139,32.974850,29.269249,1595291
2011-03-02,32.944492,33.555943,32.931484,33.399826,29.646460,1112645
2011-03-03,33.794449,34.397224,33.777103,34.284473,30.431705,980972
2011-03-04,34.327839,34.388554,33.482220,33.816132,30.015989,991811
2011-03-07,34.063313,34.154381,32.992195,33.200348,29.469404,1330793
2011-03-08,33.326107,33.824806,32.979183,33.629662,29.850477,801335
2011-03-09,33.421509,33.525585,32.818733,33.022549,29.311584,1374837
2011-03-10,32.623592,32.862099,32.150909,32.575890,28.915125,1238322
