Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,72.000000,72.000000,71.150002,71.349998,47.684666,4100
2011-01-04,71.339996,71.339996,71.300003,71.339897,47.677914,500
2011-01-05,71.300003,71.349998,71.150002,71.349998,47.684666,1050
2011-01-06,71.349998,71.349998,71.000000,71.099998,48.107548,900
2011-01-07,71.099998,71.250000,71.099998,71.250000,48.209045,700
2011-01-10,71.190002,71.250000,71.000000,71.000000,48.039890,400
2011-01-11,71.239998,71.250000,70.510002,71.000000,48.039890,862
2011-01-12,71.029999,71.249901,70.000000,70.035004,47.386967,1602
2011-01-13,71.165001,71.199997,71.165001,71.199997,48.175213,750
2011-01-14,71.199997,71.199997,71.199997,71.199997,48.175213,100
2011-01-18,71.250000,71.250000,70.500000,70.500000,47.701588,550
2011-01-19,70.535004,70.535004,70.500000,70.500000,47.701588,300
2011-01-20,71.250000,71.250000,70.000000,70.000000,47.363266,1152
2011-01-21,70.290100,70.290100,70.290100,70.290100,47.559566,150
2011-01-24,71.250000,71.250000,71.249901,71.250000,48.209045,1426
2011-01-25,71.250000,71.250000,71.250000,71.250000,48.209045,100
2011-01-26,71.250000,71.250000,71.250000,71.250000,48.209045,232
2011-01-27,71.250000,71.250000,71.150002,71.150002,48.141392,600
2011-01-28,71.250000,71.250000,71.250000,71.250000,48.209045,200
2011-01-31,71.250000,71.250000,71.250000,71.250000,48.209045,0
2011-02-01,71.250000,71.250000,71.250000,71.250000,48.209045,0
2011-02-02,71.250000,71.250000,70.559998,70.559998,47.742176,297
2011-02-03,70.500000,70.500000,70.500000,70.500000,47.701588,100
2011-02-04,71.320000,71.320000,71.320000,71.320000,48.256416,700
2011-02-07,71.349998,71.349998,71.349998,71.349998,48.276714,450
2011-02-08,72.849998,72.849998,71.350098,71.849998,48.615009,1500
2011-02-09,72.000000,72.000000,70.035004,70.750000,47.870731,1500
2011-02-10,71.699997,72.690002,71.500000,72.250000,48.885670,2475
2011-02-11,72.190002,72.190002,72.190002,72.190002,48.845055,100
2011-02-14,73.349998,74.000000,71.519997,71.699997,48.513523,4813
2011-02-15,72.199898,72.250000,72.160004,72.250000,48.885670,1120
2011-02-16,72.250000,72.250000,72.250000,72.250000,48.885670,0
2011-02-17,72.250000,72.250000,72.250000,72.250000,48.885670,0
2011-02-18,72.250000,72.250000,72.250000,72.250000,48.885670,0
2011-02-22,72.750000,72.750000,72.250000,72.250000,48.885670,550
2011-02-23,72.250000,72.250000,72.250000,72.250000,48.885670,0
2011-02-24,72.250000,72.250000,71.190002,71.190002,48.168446,707
2011-02-25,71.190002,71.190002,71.190002,71.190002,48.168446,0
2011-02-28,72.099998,72.610001,72.099998,72.250000,48.885670,500
2011-03-01,72.250000,72.250000,72.250000,72.250000,48.885670,0
2011-03-02,71.500000,72.750000,71.370003,72.750000,49.223969,900
2011-03-03,72.250000,72.750000,72.249901,72.250000,48.885670,1798
2011-03-04,72.250000,72.250000,72.250000,72.250000,48.885670,0
2011-03-07,72.250000,72.250000,71.775002,71.775002,48.564278,600
2011-03-08,72.250000,72.250000,72.250000,72.250000,48.885670,100
2011-03-09,72.250000,72.250000,72.250000,72.250000,48.885670,0
2011-03-10,72.199997,73.500000,72.199997,72.250000,48.885670,1420
2011-03-11,72.250000,72.250000,72.250000,72.250000,48.885670,400
2011-03-14,72.250000,72.250000,72.249901,72.250000,48.885670,400
2011-03-15,72.250000,72.250000,72.250000,72.250000,48.885670,110
2011-03-16,72.199997,72.199997,71.449997,71.449997,48.344360,225
2011-03-17,71.449997,71.449997,71.449997,71.449997,48.344360,0
2011-03-18,71.449997,71.449997,71.449997,71.449997,48.344360,0
2011-03-21,71.160004,71.160004,71.160004,71.160004,48.148144,252
2011-03-22,71.160004,71.160004,71.160004,71.160004,48.148144,0
2011-03-23,72.180000,72.180000,72.180000,72.180000,48.838295,100
2011-03-24,71.500000,71.500000,71.500000,71.500000,48.378197,100
2011-03-25,71.500000,71.500000,71.402000,71.500000,48.378197,366
2011-03-28,72.180000,72.180000,71.500000,71.500000,48.378197,300
2011-03-29,71.500000,71.500000,71.500000,71.500000,48.378197,0
2011-03-30,71.300003,71.300003,71.150002,71.150002,48.141392,500
