Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,86.750000,87.330002,86.739998,86.790001,65.715034,2632800
2011-01-04,87.000000,87.279999,86.279999,86.669998,65.624176,2644100
2011-01-05,86.290001,87.900002,86.120003,86.669998,65.624176,4081300
2011-01-06,86.860001,87.190002,85.629997,86.139999,65.222855,3452600
2011-01-07,86.550003,87.309998,85.949997,86.230003,65.291008,3355500
2011-01-10,85.720001,87.330002,85.720001,87.150002,65.987602,3475200
2011-01-11,87.330002,88.339996,87.330002,87.739998,66.434341,3024400
2011-01-12,88.019997,88.760002,87.919998,88.660004,67.130943,2732900
2011-01-13,88.470001,88.870003,87.760002,88.040001,66.661491,2351900
2011-01-14,87.739998,88.110001,87.449997,88.099998,66.706909,2094300
2011-01-18,87.839996,88.500000,87.709999,88.139999,66.737206,2323700
2011-01-19,88.250000,88.739998,87.660004,87.959999,66.600929,2302200
2011-01-20,87.860001,88.379997,87.250000,88.040001,66.661491,2167400
2011-01-21,88.660004,89.389999,88.370003,89.290001,67.607948,3911300
2011-01-24,89.209999,90.500000,89.059998,90.320000,68.387840,6319600
2011-01-25,89.400002,89.500000,87.199997,88.500000,67.009789,7480800
2011-01-26,88.580002,89.720001,88.430000,89.570000,67.819984,4097800
2011-01-27,89.199997,90.290001,89.019997,89.190002,67.532227,3282400
2011-01-28,89.430000,89.690002,87.250000,87.440002,66.207199,4927600
2011-01-31,87.930000,88.190002,87.309998,87.919998,66.570633,4116500
2011-02-01,88.019997,88.300003,87.440002,87.790001,66.472214,3995200
2011-02-02,87.680000,88.449997,87.680000,87.750000,66.441917,2892600
2011-02-03,87.820000,88.269997,87.550003,87.949997,66.593346,1982200
2011-02-04,87.919998,88.389999,87.650002,88.290001,66.850792,1973900
2011-02-07,88.169998,89.250000,87.809998,88.790001,67.229378,2621700
2011-02-08,88.970001,89.500000,88.779999,89.470001,67.744270,2708000
2011-02-09,89.669998,90.839996,89.650002,90.779999,68.736153,4786500
2011-02-10,90.239998,90.680000,89.959999,90.459999,68.493874,2787500
2011-02-11,90.339996,91.949997,90.059998,91.800003,69.508476,3410000
2011-02-14,91.720001,92.300003,91.720001,91.900002,69.584190,3418500
2011-02-15,91.519997,92.139999,91.000000,92.000000,69.659904,2971900
